Sexo,Edad,Grupo etario,Municipio,Región,Colonia/Localidad,Migrante,Fecha de desaparición,Día de la semana,Horario,Estatus,Fecha de localización,Días sin localizar,Rango desaparición,Reincidencia,Número de reincidencia,Desaparición múltiple,Persona con quién desapareció,Hipótesis,Fuente,Sistematizó,,
Mujer,5,0 a 5,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,1/11/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,1,0 a 5,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,1/11/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Palenque, Chiapas ",Maya,No especificado,No,3/11/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,7,6 a 11,"San Cristóbal de Las Casas, Chiapas",Altos,Barrio Guadalupe   ,No,4/11/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,REDIAS,,
Mujer,12,12 a 17,"San Cristóbal de Las Casas, Chiapas",Altos,Barrio Guadalupe   ,No,4/11/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,REDIAS,,
Hombre,7,6 a 11,"San Cristóbal de Las Casas, Chiapas",Altos,Barrio Guadalupe   ,No,4/11/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,Si,Hermano/a,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,4/11/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,REDIAS,,
Hombre,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,5/11/2021,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"Mapastepec, Chiapas ",Istmo-Costa,No especificado,No,5/11/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Frontera Comalapa, Chiapas ",Sierra Mariscal,No especificado,No,6/11/2021,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Emiliano Zapata, Chiapas ",De los llanos,No especificado,No,8/11/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Berriozábal, Chiapas",Metropolitana,No especificado,No,10/11/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,12/11/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,1,0 a 5,"Huehuetán, Chiapas ",Sierra Mariscal,No especificado,No,12/11/2021,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,1,0 a 5,"Tapachula, Chiapas ",Soconusco,No especificado,No,14/11/2021,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Reforma, Chiapas ",Norte,No especificado,No,14/11/2021,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,Guatemala,15/11/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,11,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,15/11/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Simojovel, Chiapas ",De los bosques,No especificado,No,16/11/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,REDIAS,,
Hombre,6,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,Fracc. Las Torres,No,16/11/2021,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,Alerta Amber Chiapas ,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,16/11/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,No especificado,No,18/11/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,18/11/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Teopisca, Chiapas ",Altos,No especificado,No,21/11/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Salto de Agua, Chiapas ",Tulijá,No especificado,No,22/11/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,24/11/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,Haití,26/11/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"Huehuetán, Chiapas ",Sierra Mariscal,No especificado,No,26/11/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"Villa Comaltitán, Chiapas ",Soconusco,No especificado,No,27/11/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,4,0 a 5,"Acala, Chiapas ",De los llanos,No especificado,No,28/11/2021,Domingo,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tumbalá, Chiapas ",Tulijá,No especificado,No,29/11/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,11,6 a 11,"Amatán, Chiapas ",Norte,No especificado,No,29/11/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,1/12/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,2/12/2021,Jueves,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,3/12/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,12,12 a 17,"Huixtla, Chiapas ",Soconusco,No especificado,No,3/12/2021,Viernes,3:30 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,No especificado,No,3/12/2021,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Arriaga, Chiapas ",Istmo-Costa,No especificado,No,3/12/2021,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Huixtla, Chiapas ",Soconusco,No especificado,No,10/12/2021,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,10/12/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,No especificado,No,11/12/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"San Fernando, Chiapas ",Mezcalapa,No especificado,No,11/12/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,2,0 a 5,"Chiapa de Corzo, Chiapas ",Metropolitana,No especificado,No,11/12/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,13/12/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,13/12/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Soyaló, Chiapas ",De los bosques,No especificado,No,13/12/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Cintalapa, Chiapas ",Valle Zoque,No especificado,No,14/12/2021,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,15/12/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,15/12/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Mazatán, Chiapas ",Soconusco,No especificado,No,17/12/2021,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,17/12/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,Si,Primera Ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,18/12/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Ixtapangajoya, Chiapas ",Norte,No especificado,No,19/12/2021,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Villaflores, Chiapas ",Frailesca,No especificado,No,19/12/2021,Domingo,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,Migrante,20/12/2021,Lunes,No especificada,Localizada,22/1/2022,-33,De 1 a 2 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Berriozábal, Chiapas",Metropolitana,No especificado,No,20/12/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,20/12/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,16,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,20/12/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,20/12/2021,Lunes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,20/12/2021,Lunes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,21/12/2021,Martes,No especificada,Localizada,No especificada,No especificada,No especificada,Si,Primera Ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Villaflores, Chiapas ",Frailesca,No especificado,No,23/12/2021,Jueves,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Chilón, Chiapas ",Tulijá,No especificado,No,24/12/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,2,0 a 5,"El Parral, Chiapas ",Frailesca,No especificado,No,25/12/2021,Sábado,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,1,0 a 5,"Pichucalco, Chiapas ",Norte,No especificado,No,29/12/2021,Miércoles,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,30/12/2021,Jueves,7:00 AM,Localizada,18/1/2022,-19,De 2 a 3 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,No especificado,No,31/12/2021,Viernes,No especificada,Localizada,No especificada,No especificada,No especificada,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Chiapa de Corzo, Chiapas",Metropolitana,No especificado,No,1/1/2022,Sábado,4:56 PM,Localizada,3/1/2022,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,2/1/2022,Domingo,2:00 PM,Localizada,7/1/2022,-5,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,11,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,2/1/2022,Domingo,3:00 PM,Localizada,3/1/2022,-1,Un día,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,2/1/2022,Domingo,9:30 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,4/1/2022,Martes,4:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Pantepec, Chiapas ",De los bosques,No especificado,No,4/1/2022,Martes,2:30 PM,Localizada,6/1/2022,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Tuxtla Chico, Chiapas ",Soconusco,No especificado,Honduras,5/1/2022,Miércoles,5:40 AM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,5/1/2022,Miércoles,No especificada,Localizada,14/1/2022,-9,De 1 a 2 semanas,Si,Segunda ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,1,0 a 5,"Ocozocoautla de Espinosa, Chiapas",Valle Zoque,No especificado,No,6/1/2022,Jueves,4:00 PM,Localizada,19/1/2022,-13,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,3,0 a 5,"Tapachula, Chiapas ",Soconusco,No especificado,No,7/1/2022,Viernes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,9,6 a 11,"Sabanilla, Chiapas ",Tulijá,No especificado,No,8/1/2022,Sábado,3:00 AM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,10/1/2022,Lunes,1:40 PM,Localizada,13/1/2022,-3,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Villa Comaltitán, Chiapas ",Soconusco,No especificado,No,10/1/2022,Lunes,1:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Suchiate, Chiapas ",Soconusco,No especificado,Guatemala,10/1/2022,Lunes,10:00 AM,Localizada,25/1/2022,-15,De 2 a 3 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,10/1/2022,Lunes,11:00 PM,Localizada,No especificada,No especificada,No especificada,Si,Primera Ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,11/1/2022,Martes,9:40 PM,Localizada,17/1/2022,-6,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,11/1/2022,Martes,9:40 PM,Localizada,17/1/2022,-6,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,11/1/2022,Martes,6:00 AM,Localizada,17/1/2022,-6,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,11/1/2022,Martes,10:00 AM,Localizada,14/1/2022,-3,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,16,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,Honduras,12/1/2022,Miércoles,10:00 AM,Localizada,1/2/2022,-20,De 2 a 3 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,13/1/2022,Jueves,3:30 PM,Localizada,14/1/2022,-1,Un día,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Acala, Chiapas ",De los llanos,No especificado,No,15/1/2022,Sábado,7:30 PM,Localizada,29/3/2022,-73,De 2 a 3 meses,Si,Primera Ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Pichucalco, Chiapas ",Norte,No especificado,No,15/1/2022,Sábado,1:40 PM,Localizada,20/1/2022,-5,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,6,6 a 11,"Cintalapa, Chiapas ",Valle Zoque,No especificado,No,16/1/2022,Domingo,1:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,2,0 a 5,"Cintalapa, Chiapas ",Valle Zoque,No especificado,No,16/1/2022,Domingo,1:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"Cacahoatán, Chiapas",Soconusco,No especificado,No,16/1/2022,Domingo,1:00 PM,Localizada,20/1/2022,-4,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,17/1/2022,Lunes,3:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,18/1/2022,Martes,1:45 AM,Localizada,18/1/2022,0,Mismo día,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,18/1/2022,Martes,3:00 PM,Localizada,25/1/2022,-7,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"Ocozocoautla de Espinosa, Chiapas",Valle Zoque,No especificado,No,19/1/2022,Miércoles,9:00 AM,Localizada,1/2/2022,-13,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Suchiate, Chiapas ",Soconusco,No especificado,No,19/1/2022,Miércoles,6:00 AM,Localizada,26/7/2022,-188,De 7 a 9 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,20/1/2022,Jueves,5:00 AM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,21/1/2022,Viernes,7:30 PM,Localizada,23/1/2022,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,22/1/2022,Sábado,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Siltepec, Chiapas ",Sierra Mariscal,No especificado,No,22/1/2022,Sábado,1:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,12,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,22/1/2022,Sábado,4:30 PM,Localizada,3/2/2022,-12,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
