Sexo,Edad,Grupo etario,Municipio,Región,Colonia/Localidad,Migrante,Fecha de desaparición,Día de la semana,Horario,Estatus,Fecha de localización,Días sin localizar,Rango desaparición,Reincidencia,Número de reincidencia,Desaparición múltiple,Persona con quién desapareció,Hipótesis,Fuente,Sistematizó,,
Mujer,17,12 a 17,"Frontera Comalapa, Chiapas ",Sierra Mariscal,No especificado,No,23/1/2022,Domingo,2:00 PM,Localizada,26/1/2022,-3,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,24/1/2022,Lunes,7:00 AM,Localizada,3/6/2022,-130,De 4 a 6 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,2,0 a 5,"Las Margaritas, Chiapas ",Meseta Comiteca,No especificado,No,25/1/2022,Martes,8:00 AM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"San Fernando, Chiapas ",Mezcalapa,No especificado,No,25/1/2022,Martes,7:00 PM,Localizada,26/1/2022,-1,Un día,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,25/1/2022,Martes,10:00 AM,Localizada,25/1/2022,0,Mismo día,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,27/1/2022,Jueves,6:45 PM,Localizada,3/2/2022,-7,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,Haití,29/1/2022,Sábado,10:00 AM,Localizada,14/2/2022,-16,De 2 a 3 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Reforma, Chiapas ",Norte,No especificado,No,29/1/2022,Sábado,9:30 AM,Localizada,24/5/2022,-115,De 3 a 4 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,6,6 a 11,"Huixtla, Chiapas ",Soconusco,No especificado,No,30/1/2022,Domingo,8:00 PM,Localizada,10/8/2022,-192,De 7 a 9 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,13,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,30/1/2022,Domingo,9:30 AM,Localizada,4/5/2022,-94,De 3 a 4 meses,Si,Primera Ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,12,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,30/1/2022,Domingo,9:30 AM,Localizada,15/2/2022,-16,De 2 a 3 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Cacahoatán, Chiapas",Soconusco,No especificado,No,31/1/2022,Lunes,1:30 PM,Localizada,9/8/2022,-190,De 7 a 9 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,1/2/2022,Martes,1:30 PM,Localizada,28/3/2022,-55,De 1 a 2 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Catazajá, Chiapas ",Maya,No especificado,No,2/2/2022,Miércoles,6:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,Honduras,3/2/2022,Jueves,9:00 PM,Localizada,29/12/2022,-329,De 10 a 12 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Palenque, Chiapas ",Maya,No especificado,No,3/2/2022,Jueves,4:00 PM,Localizada,4/2/2022,-1,Un día,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,2,0 a 5,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,5/2/2022,Sábado,3:30 PM,Localizada,9/2/2022,-4,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,12,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,5/2/2022,Sábado,1:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Marqués de Comillas, Chiapas",Maya,No especificado,No,6/2/2022,Domingo,7:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Cacahoatán, Chiapas",Soconusco,No especificado,No,6/2/2022,Domingo,3:30 PM,Localizada,15/2/2022,-9,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,7/2/2022,Lunes,6:00 AM,Localizada,9/2/2022,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,8/2/2022,Martes,4:30 PM,Localizada,27/3/2022,-47,De 1 a 2 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,4,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,8/2/2022,Martes,5:00 PM,Localizada,21/2/2022,-13,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,9/2/2022,Miércoles,8:30 PM,Localizada,11/2/2022,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,9/2/2022,Miércoles,11:00 AM,Localizada,10/2/2022,-1,Un día,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Siltepec, Chiapas ",Sierra Mariscal,No especificado,No,11/2/2022,Viernes,10:00 AM,Localizada,19/8/2022,-189,De 7 a 9 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,Honduras,11/2/2022,Viernes,8:00 AM,Localizada,24/2/2022,-13,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Chilón, Chiapas ",Tulijá,No especificado,No,11/2/2022,Viernes,5:00 AM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,12/2/2022,Sábado,12:00 PM,Localizada,16/2/2022,-4,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,12/2/2022,Sábado,7:00 AM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Chiapa de Corzo, Chiapas",Metropolitana,No especificado,No,13/2/2022,Domingo,1:00 PM,Localizada,17/2/2022,-4,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Palenque, Chiapas ",Maya,No especificado,No,13/2/2022,Domingo,6:00 AM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,14/2/2022,Lunes,8:30 AM,Localizada,16/2/2022,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,14/2/2022,Lunes,7:50 AM,Localizada,18/2/2022,-4,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,1,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,14/2/2022,Lunes,No especificada,Localizada,22/2/2022,-8,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,14/2/2022,Lunes,12:30 PM,Localizada,7/3/2022,-21,De 3 a 4 semanas,Si,Segunda ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Huehuetán, Chiapas ",Sierra Mariscal,No especificado,No,15/2/2022,Martes,6:30 AM,Localizada,19/2/2022,-4,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Huehuetán, Chiapas ",Sierra Mariscal,No especificado,No,15/2/2022,Martes,6:30 AM,Localizada,19/2/2022,-4,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,17/2/2022,Jueves,7:40 AM,Localizada,4/4/2022,-46,De 1 a 2 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,Venezuela ,19/2/2022,Sábado,11:00 AM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,No especificado,No,19/2/2022,Sábado,12:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,10,6 a 11,"Reforma, Chiapas ",Norte,No especificado,No,20/2/2022,Domingo,9:00 AM,Localizada,24/5/2022,-93,De 3 a 4 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,20/2/2022,Domingo,4:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,21/2/2022,Lunes,9:00 AM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,21/2/2022,Lunes,9:30 PM,Localizada,22/2/2022,-1,Un día,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,22/2/2022,Martes,7:00 PM,Localizada,24/2/2022,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,8,6 a 11,"La Concordia, Chiapas ",Frailesca,No especificado,No,23/2/2022,Miércoles,4:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,23/2/2022,Miércoles,6:30 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,5,0 a 5,"La Concordia, Chiapas ",Frailesca,No especificado,No,23/2/2022,Miércoles,4:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,11,6 a 11,"La Concordia, Chiapas ",Frailesca,No especificado,No,23/2/2022,Miércoles,4:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Tumbalá, Chiapas ",Tulijá,No especificado,No,25/2/2022,Viernes,8:00 AM,Localizada,7/3/2022,-10,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,26/2/2022,Sábado,9:00 AM,Localizada,27/2/2022,-1,Un día,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,27/2/2022,Domingo,9:00 AM,Localizada,19/3/2022,-20,De 2 a 3 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,1/3/2022,Martes,4:30 PM,Localizada,4/3/2022,-3,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,1/3/2022,Martes,No especificada,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,1/3/2022,Martes,3:30 PM,Localizada,3/3/2022,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,12,12 a 17,"Berriozábal, Chiapas",Metropolitana,No especificado,No,2/3/2022,Miércoles,8:20 PM,Localizada,9/3/2022,-7,De 1 a 2 semanas,Si,Primera Ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,11,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,4/3/2022,Viernes,7:30 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,5,0 a 5,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,4/3/2022,Viernes,7:30 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Ocosingo, Chiapas ",Selva Lacandona,No especificado,No,4/3/2022,Viernes,9:00 AM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Frontera Comalapa, Chiapas ",Sierra Mariscal,No especificado,No,5/3/2022,Sábado,11:00 AM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,8,6 a 11,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,5/3/2022,Sábado,6:30 PM,Localizada,7/3/2022,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,5/3/2022,Sábado,6:30 PM,Localizada,7/3/2022,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,9,6 a 11,"Chiapa de Corzo, Chiapas ",Metropolitana,No especificado,No,6/3/2022,Domingo,7:00 PM,Localizada,25/3/2022,-19,De 2 a 3 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Juaréz, Chiapas ",Norte,No especificado,No,6/3/2022,Domingo,11:00 PM,Localizada,10/3/2022,-4,De 4 a 6 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,Honduras,7/3/2022,Lunes,5:00 PM,Localizada,1/5/2022,-55,De 1 a 2 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,5,0 a 5,"Reforma, Chiapas ",Norte,No especificado,No,7/3/2022,Lunes,No especificada,Localizada,28/4/2022,-52,De 1 a 2 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,Honduras,7/3/2022,Lunes,5:00 PM,Localizada,1/5/2022,-55,De 1 a 2 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Chilón, Chiapas ",Tulijá,No especificado,No,8/3/2022,Martes,9:30 AM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Mapastepec, Chiapas ",Istmo-Costa,No especificado,No,9/3/2022,Miércoles,10:00 AM,Localizada,No especificada,No especificada,No especificada,Si,Primera Ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,10/3/2022,Jueves,5:30 PM,Localizada,24/3/2022,-14,De 2 a 3 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,10/3/2022,Jueves,5:30 PM,Localizada,13/3/2022,-3,De 2 a 3 días,Si,Primera Ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Rayón, Chiapas",De los bosques,No especificado,No,10/3/2022,Jueves,7:00 AM,Localizada,24/5/2022,-75,De 2 a 3 meses,No,No aplica,No,No aplica,Violencia familiar,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,4,0 a 5,"Palenque, Chiapas ",Maya,No especificado,No,11/3/2022,Viernes,6:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,11/3/2022,Viernes,5:00 PM,Localizada,12/3/2022,-1,Un día,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,11/3/2022,Viernes,5:00 PM,Localizada,12/3/2022,-1,Un día,Si,Primera Ocasión,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Huixtla, Chiapas ",Soconusco,No especificado,No,11/3/2022,Viernes,7:00 AM,Localizada,10/8/2022,-152,De 4 a 6 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,17,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,12/3/2022,Sábado,1:00 PM,Localizada,10/6/2022,-90,De 2 a 3 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,12,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,No especificado,No,13/3/2022,Domingo,10:00 AM,Localizada,15/3/2022,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Amatenango de la Frontera, Chiapas ",Sierra Mariscal,No especificado,No,14/3/2022,Lunes,2:00 PM,No localizada,No aplica,No aplica,No aplica,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Tapachula, Chiapas ",Soconusco,No especificado,No,14/3/2022,Lunes,1:00 PM,Localizada,16/3/2022,-2,De 2 a 3 días,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Palenque, Chiapas ",Maya,No especificado,No,15/3/2022,Martes,11:00 AM,Localizada,30/6/2022,-107,De 3 a 4 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,16,12 a 17,"Villaflores, Chiapas",Frailesca,No especificado,No,15/3/2022,Martes,1:00 AM,Localizada,23/5/2022,-69,De 2 a 3 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,14,12 a 17,"Comitán de Domínguez, Chiapas ",Meseta Comiteca,No especificado,No,15/3/2022,Martes,1:00 PM,Localizada,22/3/2022,-7,De 1 a 2 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Mujer,13,12 a 17,"Chicomuselo, Chiapas ",Sierra Mariscal,No especificado,No,15/3/2022,Martes,9:00 AM,Localizada,30/3/2022,-15,De 2 a 3 semanas,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
Hombre,4,0 a 5,"Tuxtla Gutiérrez, Chiapas ",Metropolitana,No especificado,No,16/3/2022,Miércoles,2:00 PM,Localizada,22/10/2022,-220,De 7 a 9 meses,No,No aplica,No,No aplica,Sin datos,¿Has visto a? Chiapas,José Encinos Melel Xojobal,,
